qId;qTxt;ansId;ansTxt;quExplain;ansExplain
27;Quel concept ITIL décrit la gouvernance ?;A;Les sept principes directeurs;;"Les sept principes directeurs sont ""privilégier la valeur"", ""commencer là où vous êtes"", ""avancer par itération avec des retours"", ""collaborer et promouvoir la visibilité"", ""penser et travailler de façon holistique"", ""opter pour la simplicité et rester pratique"" et ""optimiser et automatiser"". Réf. 4.3"
27;Quel concept ITIL décrit la gouvernance ?;B;Les quatre dimensions de la gestion des services;;"Les quatre dimensions de la gestion des services sont ""organisations et personnes"", ""information et technologie"", ""partenaires et fournisseurs"" et ""flux de valeur et processus"". Réf. 3.1-3.4"
27;Quel concept ITIL décrit la gouvernance ?;C;La chaîne de valeur des services;;"Les activités de la chaîne de valeur des services sont ""planifier"", ""améliorer"", ""impliquer"", ""conception et transition"", ""obtenir/construire"" et ""fournir et soutenir"". Réf. 4.5"
27;Quel concept ITIL décrit la gouvernance ?;D;Le système de valeur des services;;"Les composants du système de valeur des services sont ""principes directeurs"", ""gouvernance"", ""chaîne de valeur des services"", ""pratiques"" et ""amélioration continue"". Réf. 4.1"
28;"Laquelle des options suivantes est une recommandation de la pratique du ""centre de services"" ?";A;Les centres de services doivent éviter de recourir à l'automatisation;;« Avec l'automatisation accrue, l'intelligence artificielle, l'automatisation des processus robotisés (RPA) et les chatbots, les centres de service évoluent pour fournir davantage d'enregistrements et de résolutions en libre- service, via des portails en ligne et des applications mobiles. » Réf. 5.2.14
28;"Laquelle des options suivantes est une recommandation de la pratique du ""centre de services"" ?";B;Les centres de services doivent être très techniques;;« Bien que certains le soient, les centres de services n'ont pas besoin d'être hautement techniques. » Réf. 5.2.14
28;"Laquelle des options suivantes est une recommandation de la pratique du ""centre de services"" ?";C;Les centres de services doivent comprendre l'organisation dans son ensemble;;« Une autre caractéristique clé d'un bon centre de services est sa compréhension pratique du contexte business plus large, des processus business et des utilisateurs. » Réf. 5.2.14
28;"Laquelle des options suivantes est une recommandation de la pratique du ""centre de services"" ?";D;Les centres de services doivent être constitués d'une équipe physique basée dans un même endroit fixe;;« Dans certains cas, le centre de services est une équipe physique qui travaille dans un même endroit… Dans d’autres cas, un centre de services virtuel permet d'avoir des agents dispersés géographiquement, qui travaillent depuis plusieurs endroits. » Réf. 5.2.14
29;Quel principe directeur recommande d'organiser le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable ?;A;Privilégier la valeur;;"Le principe directeur ""privilégier la valeur"" permet de s'assurer que vous tenez compte de tous les aspects de la valeur pour le consommateur du service, ainsi que pour le fournisseur de services et les autres parties prenantes. Il ne décrit pas spécifiquement qu'il faut organiser le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable. Réf. 4.3.1"
29;Quel principe directeur recommande d'organiser le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable ?;B;Commencer là où vous êtes;;"Le principe directeur ""commencer là où vous êtes"" permet d'éviter les efforts inutiles et de tirer parti des services, processus, personnes et outils existants. Il ne décrit pas spécifiquement qu'il faut organiser le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable. Réf. 4.3.2"
29;Quel principe directeur recommande d'organiser le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable ?;C;Progresser par itérations avec des retours;;"La description du principe directeur ""avancer par itération avec des retours"" indique « qu'en organisant le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable, l'accent mis sur chaque effort sera plus précis et plus facile à maintenir ». Réf. 4.3.3"
29;Quel principe directeur recommande d'organiser le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable ?;D;Collaborer et promouvoir la visibilité;;"Le principe directeur ""collaborer et promouvoir la visibilité"" aide à impliquer les personnes appropriées et à fournir une meilleure prise de décisions et une plus grande probabilité de réussite. Il ne décrit pas spécifiquement qu'il faut organiser le travail en parties plus petites et gérables qui peuvent être exécutées et effectuées dans un délai convenable. Réf. 4.3.4"
30;Qu'est-ce qu'un changement standard ?;A;Un changement préautorisé qui est bien compris et intégralement documenté;;"« Il s'agit de changements pré-autorisés, à faible risque, qui sont bien compris et intégralement documentés, et qui peuvent être implémentés sans nécessiter d'autorisation supplémentaire. Ceux-ci sont souvent initiés en tant que demandes de service, mais il peut également s'agir de changements opérationnels. Lorsque la procédure pour un changement standard est créée ou modifiée, elle doit être accompagnée d'une évaluation complète des risques et d'une autorisation comme pour tout autre changement. L'évaluation des risques n'a pas besoin d'être répétée à chaque fois qu'un changement standard est implémenté ; elle ne doit être répétée que s'il y a une modification dans la façon dont elle est effectuée. » Réf. 5.2.4"
30;Qu'est-ce qu'un changement standard ?;B;Un changement qui doit être évalué, autorisé et planifié par une autorité de changement;;Les changements normaux correspondent à des « changements devant être planifiés, évalués et autorisés ». Réf. 5.2.4
30;Qu'est-ce qu'un changement standard ?;C;Un changement qui ne requiert pas d'évaluation des risques étant donné qu'il est nécessaire à la résolution d'un incident;;Un changement urgent nécessaire à la résolution d'un incident doit être quand même évalué et autorisé. « Dans la mesure du possible, les changements urgents doivent être soumis aux mêmes tests, évaluations et autorisations que les changements normaux. » Réf. 5.2.4
30;Qu'est-ce qu'un changement standard ?;D;"Un changement évalué, autorisé et planifié dans le cadre d'une ""amélioration continue""";;Il s’agit de la description d'un changement normal : « changements devant être planifiés, évalués et autorisés ». Réf. 5.2.4
31;Que se passe-t-il lorsqu'une solution de contournement devient la façon permanente de traiter un problème ne pouvant pas être résolu de façon rentable ?;A;Une demande de changement est soumise au contrôle des changements;;Une demande de changement ne peut être soulevée que si elle est justifiée. « Le contrôle des erreurs comprend également l'identification de solutions permanentes potentielles pouvant entraîner une demande de changement pour l'implémentation d'une solution, mais seulement si cela peut être justifié en termes de coûts, de risques et de bénéfices. » Réf. 5.2.8
31;Que se passe-t-il lorsqu'une solution de contournement devient la façon permanente de traiter un problème ne pouvant pas être résolu de façon rentable ?;B;La gestion des problèmes restaure le service dès que possible;;"La pratique de ""gestion des incidents"" restaure le service, et non la pratique de ""gestion des problèmes"". « Le but de la pratique de gestion des incidents est de réduire l'impact négatif des incidents, en restaurant l'exploitation normale des services aussi rapidement que possible. » Réf. 5.2.5"
31;Que se passe-t-il lorsqu'une solution de contournement devient la façon permanente de traiter un problème ne pouvant pas être résolu de façon rentable ?;C;Le problème conserve l'état d'erreur connue;;« Une solution de contournement efficace pour un incident peut devenir un moyen permanent de traiter certains problèmes lorsque la résolution du problème ne s'avère ni viable, ni rentable. Dans ce cas de figure, le problème conserve le statut d'erreur connue et la solution de contournement documentée s'applique en cas d'incidents successifs. » Réf. 5.2.8
31;Que se passe-t-il lorsqu'une solution de contournement devient la façon permanente de traiter un problème ne pouvant pas être résolu de façon rentable ?;D;L'enregistrement du problème est supprimé;;L'enregistrement du problème n'est pas supprimé. « Les solutions de contournement sont documentées dans les enregistrements de problèmes. » « … le problème conserve le statut d'erreur connue et la solution de contournement documentée s'applique en cas d'incidents successifs. » Réf. 5.2.8
32;Quelle est la définition d'un changement ?;A;Ajouter, modifier ou supprimer tout ce qui pourrait avoir un effet direct ou indirect sur les services;;Un changement correspond à « l'ajout, la modification ou la suppression de tout ce qui pourrait avoir un effet direct ou indirect sur les services ». Réf. 5.2.4
32;Quelle est la définition d'un changement ?;B;S'assurer que des informations exactes et fiables sur la configuration des services sont disponibles;;« Le but de la pratique de gestion de la configuration des services est de s'assurer que des informations exactes et fiables sur la configuration des services, et sur les éléments de configuration qui les soutiennent, sont disponibles au moment et à l'endroit requis. » Réf. 5.2.11
32;Quelle est la définition d'un changement ?;C;Mettre à disposition des fonctionnalités ou des services nouveaux ou modifiés;;« Le but de la pratique de gestion des mises en production est de mettre à disposition des services et des fonctionnalités nouveaux ou modifiés. » Réf. 5.2.9
32;Quelle est la définition d'un changement ?;D;Déplacer des matériels, logiciels nouveaux ou modifiés ou tout autre composant vers des environnements de production;;« Le but de la pratique de gestion des déploiements est de déplacer du matériel, des logiciels, de la documentation, des processus ou tout autre composant nouveaux ou modifiés vers des environnements de production. » Réf. 5.3.1
33;Quelle est la définition d'un événement ?;A;Tout changement d'état significatif pour la gestion d'un service ou de tout autre élément de configuration;;« Un événement peut être défini comme tout changement d’état significatif pour la gestion d’un service ou de tout autre élément de configuration. (CI) » Réf. 5.2.7
33;Quelle est la définition d'un événement ?;B;Tout composant qui doit être géré afin de fournir un service informatique;;La définition d'un élément de configuration est « tout composant qui doit être géré afin de fournir un service informatique » Réf. 5.2.11
33;Quelle est la définition d'un événement ?;C;L'interruption non planifiée d'un service ou la réduction de la qualité d'un service;;Un incident est une « Interruption non planifiée d'un service ou réduction de la qualité d'un service. » Réf. 5.2.5
33;Quelle est la définition d'un événement ?;D;Tout composant présentant une certaine valeur financière, qui est susceptible de contribuer à la fourniture de;;Un actif informatique est un « Composant présentant une certaine valeur financière, qui est susceptible de contribuer à la fourniture de services ou produits informatiques. » Réf. 5.2.11
34;Quelle option décrit des résultats ?;A;Éléments livrables tangibles ou intangibles;;Un « Élément livrable d’une activité, qu'il soit tangible ou intangible. » est la définition d’un livrable, et non à celle d’un résultat. Réf. 2.5.1
34;Quelle option décrit des résultats ?;B;Fonctionnalité offerte par un produit ou un service;;La « Fonctionnalité offerte par un produit ou un service pour satisfaire un besoin particulier » est la définition de l'utilité, et non celle d'un résultat. L'utilité du service peut faciliter les résultats. Réf. 2.5.4
34;Quelle option décrit des résultats ?;C;Résultats souhaités par une partie prenante;;Un résultat est un « Résultat pour une partie prenante, rendu possible par un ou plusieurs livrables. » La définition d'un service décrit la façon dont la valeur d'un service permet la co-création de valeur en facilitant les résultats que les clients veulent atteindre. Réf. 2.5.1
34;Quelle option décrit des résultats ?;D;Configuration des ressources d'une organisation;;Un produit est la « Configuration des ressources d'une organisation conçue pour offrir de la valeur à un consommateur ». Réf. 2.3.1
35;"Laquelle des options suivantes NE constitue PAS un élément clé de la dimension ""information et technologie"" ?";A;Sécurité et conformité;;"« Les enjeux de la gestion de l'information, tels que ceux présentés par les exigences de sécurité et de conformité règlementaires, sont également au cœur de la dimension [""information et technologie""]. » Réf. 3.2"
35;"Laquelle des options suivantes NE constitue PAS un élément clé de la dimension ""information et technologie"" ?";B;Systèmes de communication et bases de connaissances;;« Les technologies qui soutiennent la gestion des services comprennent notamment les systèmes de gestion du flux de travaux, les bases de connaissances, les systèmes d'inventaire, les systèmes de communication et les outils analytiques. » Réf. 3.2
35;"Laquelle des options suivantes NE constitue PAS un élément clé de la dimension ""information et technologie"" ?";C;Systèmes de gestion du flux de travail et systèmes d'inventaire;;« Les technologies qui soutiennent la gestion des services comprennent notamment les systèmes de gestion du flux de travaux, les bases de connaissances, les systèmes d'inventaire, les systèmes de communication et les outils analytiques. » Réf. 3.2
35;"Laquelle des options suivantes NE constitue PAS un élément clé de la dimension ""information et technologie"" ?";D;Rôles et responsabilités;;« La dimension des organisations et personnes d'un service couvre les rôles et responsabilités, les structures organisationnelles formelles, la culture, ainsi que les compétences et le personnel requis, qui sont tous liés à la création, à la fourniture et à l'amélioration d'un service ». Réf. 3.1
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;1;L'amélioration continue;;« Les activités de gestion des problèmes permettent d'identifier les opportunités d'amélioration dans les quatre dimensions de la gestion des services. Dans certains cas, des solutions peuvent être traitées comme des opportunités d'amélioration afin qu'elles soient incluses dans un registre d'amélioration continue, et des techniques d'amélioration continue sont utilisées pour les prioriser et les gérer. »
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;2;La gestion des demandes de service;;« Le but de la pratique de gestion des demandes de service est de soutenir la qualité convenue d'un service en gérant l'ensemble des demandes de service prédéfinies et initiées par l'utilisateur et ce, de manière conviviale et efficace. » Réf. 5.2.16
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;3;La gestion des niveaux de service;;« Le but de la pratique de gestion des niveaux de service est de définir des cibles claires basées sur le business, en matière de performances des services, afin que la fourniture d'un service puisse être correctement évaluée, surveillée et gérée par rapport à ces cibles. » Ref. 5.2.15
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;4;Le contrôle des changements;;« Le contrôle des erreurs comprend également l'identification des solutions permanentes potentielles pouvant entraîner une demande de changement pour l'implémentation d'une solution. » Réf. 5.2.8
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;A;1 et 2;;
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;B;2 et 3;;
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;C;3 et 4;;
36;Quelles pratiques sont généralement impliquées dans l'implémentation de la résolution d'un problème ?;D;1 et 4;;
37;"Laquelle des options suivantes constitue un élément clé du principe directeur ""opter pour la simplicité et rester pratique"" ?";A;Essayer de créer une solution pour chaque exception;;« Tenter de fournir une solution pour chaque exception conduit souvent à une complication excessive. Les concepteurs doivent avoir les exceptions en tête lorsqu'ils créent un processus ou un service, mais ils ne peuvent pas toutes les couvrir. Il faudrait plutôt concevoir des règles qui peuvent être utilisées pour traiter les exceptions d'une manière générale. » Réf. 4.3.6
37;"Laquelle des options suivantes constitue un élément clé du principe directeur ""opter pour la simplicité et rester pratique"" ?";B;Comprendre comment chaque élément contribue à la création de valeur;;"Le principe directeur ""Opter pour la simplicité et rester pratique"" stipule : « Lorsque vous analysez une pratique, un processus, un service, une métrique ou une autre cible d'amélioration, demandez-vous toujours si elle contribue à la création de valeur. » Réf. 4.3.6.1"
37;"Laquelle des options suivantes constitue un élément clé du principe directeur ""opter pour la simplicité et rester pratique"" ?";C;Ignorer les objectifs contradictoires des différentes parties prenantes;;« Lorsque vous concevez, gérez ou exploitez des pratiques, soyez attentif aux objectifs contradictoires … l'organisation doit convenir d'un équilibre entre ses objectifs contradictoires. » Réf. 4.3.6.2
37;"Laquelle des options suivantes constitue un élément clé du principe directeur ""opter pour la simplicité et rester pratique"" ?";D;Commencer par une solution complexe, puis simplifier;;« Il est préférable de commencer par une approche simple, puis d'ajouter soigneusement des contrôles, des activités ou des métriques lorsqu'ils sont vraiment nécessaires. » Réf. 4.3.6.1
38;"Que faut-il faire en premier lieu lorsque l'on applique le principe directeur ""privilégier la valeur"" ?";A;Identifier les résultats facilités par le service;;Il est essentiel de déterminer qui est le consommateur du service et à quoi il/elle accorde de la valeur. Les résultats devraient être basés sur cette compréhension plutôt que sur le fait de les déterminer. « Pour privilégier la valeur, la première étape est de savoir qui est servi. Dans chaque situation, le fournisseur de services doit, par conséquent, déterminer qui est le consommateur de services. » Réf. 4.3.1.1
38;"Que faut-il faire en premier lieu lorsque l'on applique le principe directeur ""privilégier la valeur"" ?";B;Identifier tous les fournisseurs et les partenaires impliqués dans le service;;Les fournisseurs et les partenaires sont des parties prenantes potentielles, mais il est important d'identifier le consommateur du service en premier lieu. « Pour privilégier la valeur, la première étape est de savoir qui est servi. Dans chaque situation, le fournisseur de services Pour privilégier la valeur, la première étape est de savoir qui est servi. » Réf. 4.3.1.1
38;"Que faut-il faire en premier lieu lorsque l'on applique le principe directeur ""privilégier la valeur"" ?";C;Déterminer qui est le consommateur du service dans chaque situation;;« Pour privilégier la valeur, la première étape est de savoir qui est servi. Dans chaque situation, le fournisseur de services Pour privilégier la valeur, la première étape est de savoir qui est servi. » Réf. 4.3.1.1
38;"Que faut-il faire en premier lieu lorsque l'on applique le principe directeur ""privilégier la valeur"" ?";D;Déterminer le coût de la fourniture du service;;Le coût de la fourniture du service est susceptible d'avoir un impact sur la valeur, du point de vue du fournisseur de services. Néanmoins, « Pour privilégier la valeur, la première étape est de savoir qui est servi. Dans chaque situation, le fournisseur de services Pour privilégier la valeur, la première étape est de savoir qui est servi. » Réf. 4.3.1.1
39;Un fournisseur de services décrit un package qui comprend un ordinateur portable fourni avec des logiciels, des licences et un support. De quelle option ce package est-il un exemple ?;A;Valeur;;Il se peut que la combinaison des éléments décrits dans cette option contribue à la création de valeur, mais il ne s'agit pas d'un exemple de valeur. La valeur est les : « Bénéfices, utilité et importance perçus d'un élément. » Réf. 2.1
39;Un fournisseur de services décrit un package qui comprend un ordinateur portable fourni avec des logiciels, des licences et un support. De quelle option ce package est-il un exemple ?;B;Résultat;;Il se peut que la combinaison des éléments décrits dans cette option contribue à la création d'un résultat, mais il ne s'agit pas d'un exemple de résultat. Un résultat est un « Résultat pour une partie prenante, rendu possible par un ou plusieurs livrables. » Réf. 2.5.1
39;Un fournisseur de services décrit un package qui comprend un ordinateur portable fourni avec des logiciels, des licences et un support. De quelle option ce package est-il un exemple ?;C;Garantie;;La garantie est l'« assurance qu'un produit ou un service répondra aux exigences convenues. » Toute nouvelle fonctionnalité peut affecter la garantie, mais ce n'est pas nécessairement le cas. Réf. 2.5.4
39;Un fournisseur de services décrit un package qui comprend un ordinateur portable fourni avec des logiciels, des licences et un support. De quelle option ce package est-il un exemple ?;D;Offre de service;;Les fournisseurs de services définissent des combinaisons de biens, d'accès à des ressources et d'actions de service afin de répondre aux besoins des différents groupes de consommateurs. Ces combinaisons s'appellent des offres de services. Réf. 2.3.2
40;Quelle est la définition d'une garantie ?;A;Élément livrable tangible ou intangible issu d'une activité;;Un livrable est un « élément livrable d’une activité, qu’il soit tangible ou intangible. » Réf. 2.5.1
40;Quelle est la définition d'une garantie ?;B;Assurance qu'un produit ou service répondra aux exigences convenues;;La garantie est l’ « assurance qu'un produit ou un service répondra aux exigences convenues. » Réf. 2.5.4
40;Quelle est la définition d'une garantie ?;C;Événement potentiel susceptible d'entraîner un préjudice ou une perte, ou d'entraver l'atteinte des objectifs;;Un risque est un « événement potentiel susceptible d'entraîner un préjudice ou une perte, ou d'entraver l'atteinte des objectifs. » Réf. 2.5.3
40;Quelle est la définition d'une garantie ?;D;Fonctionnalité offerte par un produit ou un service pour satisfaire un besoin particulier;;L'utilité est la « fonctionnalité offerte par un produit ou un service pour satisfaire un besoin particulier. » Réf. 2.5.4
41;"Quel est l'effet de l'automatisation accrue sur la pratique ""centre de services"" ?";A;Meilleure capacité à se concentrer sur l'expérience client lorsqu'un contact personnel est nécessaire;;« Avec l'automatisation accrue... L'impact sur les centres de services se traduit par une réduction des contacts téléphoniques, moins de tâches de bas niveau, et une plus grande capacité à se concentrer sur une excellente CX lorsqu'un contact personnel est nécessaire ». Réf. 5.2.14
41;"Quel est l'effet de l'automatisation accrue sur la pratique ""centre de services"" ?";B;Diminution des enregistrements et des résolutions d'incidents en libre-service;;L'automatisation a pour effet d'augmenter le libre-service, pas de le réduire. « Avec l'automatisation accrue, l'intelligence artificielle, l'automatisation des processus robotisés (RPA) et les chatbots, les centres de service évoluent pour fournir davantage d'enregistrements et de résolutions en libre-service, via des portails en ligne et des applications mobiles ». Réf. 5.2.14
41;"Quel est l'effet de l'automatisation accrue sur la pratique ""centre de services"" ?";C;Capacité accrue de se concentrer sur la réparation des technologies au lieu de supporter les personnes;;"L'inverse est vrai « Avec l’automatisation accrue et la suppression graduelle de la dette technique, le centre de services se concentre davantage sur ""les personnes et le business"" plutôt que sur les questions purement techniques ». Réf. 5.2.14"
41;"Quel est l'effet de l'automatisation accrue sur la pratique ""centre de services"" ?";D;Élimination du besoin d'escalader les incidents aux équipes de support;;L'automatisation n'élimine pas le besoin d'escalader les incidents. « Il est essentiel de comprendre que, quelle que soit l'efficience du centre de services et de son personnel, certaines problématiques devront toujours être escaladées et nécessiteront le support fondamental d'autres équipes ». Réf. 5.2.14
42;Quel terme décrit la fonctionnalité offerte par un service ?;A;Coût;;Le coût est « la somme dépensée pour une activité ou une ressource spécifique. » Réf. 2.5.2.
42;Quel terme décrit la fonctionnalité offerte par un service ?;B;Utilité;;L'utilité est « la fonctionnalité offerte par un produit ou un service. » Réf. 2.5.4
42;Quel terme décrit la fonctionnalité offerte par un service ?;C;Garantie;;La garantie est « l'assurance qu'un produit ou un service répondra aux exigences convenues. » Réf. 2.5.4
42;Quel terme décrit la fonctionnalité offerte par un service ?;D;Risque;;Un risque est « un événement potentiel susceptible d'entraîner un préjudice ou une perte, ou d'entraver l'atteinte des objectifs. » Réf. 2.5.3
43;"Quel est le but de la pratique ""surveillance et gestion des événements"" ?";A;S'assurer que des informations fiables et précises sur la configuration des services sont disponibles au moment et à l'endroit requis;;« Le but de la pratique de gestion de la configuration des services est de s'assurer que des informations exactes et fiables sur la configuration des services, et sur les éléments de configuration qui les soutiennent, sont disponibles au moment et à l'endroit requis. » Réf. 5.2.11
43;"Quel est le but de la pratique ""surveillance et gestion des événements"" ?";B;Observer systématiquement des services et des composants de service, et enregistrer et signaler certains changements d'état identifiés;;« Le but de la pratique de surveillance et de gestion des événements est d'observer systématiquement des services et composants de service, et d'enregistrer et de signaler certains changements d'états identifiés en tant qu'événements. » Réf. 5.2.7
43;"Quel est le but de la pratique ""surveillance et gestion des événements"" ?";C;Protéger les informations nécessaires à l'organisation pour mener son business;;« Le but de la pratique de gestion de la sécurité de l'information est de protéger les informations dont l'organisation a besoin pour mener ses activités. » Réf. 5.1.3
43;"Quel est le but de la pratique ""surveillance et gestion des événements"" ?";D;Réduire l'impact négatif des incidents, en rétablissant le fonctionnement normal des services aussi rapidement que possible;;« Le but de la pratique de gestion des incidents est de réduire l'impact négatif des incidents, en restaurant l'exploitation normale des services aussi rapidement que possible. » Réf. 5.2.5
44;Sur quoi doivent être basées toutes les décisions d'amélioration continue ?;A;Détails sur la façon dont les services sont mesurés;;La manière dont les services sont mesurés est importante, cependant seules des données précises peuvent orienter des décisions d'amélioration basées sur les faits. Réf. 5.1.2
44;Sur quoi doivent être basées toutes les décisions d'amélioration continue ?;B;Données précises et rigoureusement analysées;;« Des données exactes, soigneusement analysées et comprises, constituent le fondement d'une prise de décision fondée sur des faits en vue d'une amélioration. » La pratique d'amélioration continue doit être soutenue par des sources d'information pertinentes et des analyses de données pour comprendre et prioriser chaque amélioration potentielle. Réf. 5.1.2
44;Sur quoi doivent être basées toutes les décisions d'amélioration continue ?;C;Tableau de bord équilibré et mis à jour;;Un tableau de bord équilibré est un élément de la prise de décision, mais ne suffit pas à justifier des décisions basées sur les faits. Réf. 5.1.2
44;Sur quoi doivent être basées toutes les décisions d'amélioration continue ?;D;Évaluation de maturité récente;;Les évaluations de maturité sont utiles mais ne fournissent qu'un seul élément d'information, au lieu de servir de base à la prise de décision dans la pratique de l'amélioration continue. Réf. 5.1.2
45;Comment les activités de la chaîne de valeur transforment-elles les intrants en livrables ?;A;En déterminant la demande de services;;La demande est l'entrée effectuée dans la chaîne de valeur des services. Les activités de la chaîne de valeur « représentent les étapes qu'une organisation entreprend pour créer de la valeur. Chaque activité transforme des entrées en livrables. » Réf. 4.5
45;Comment les activités de la chaîne de valeur transforment-elles les intrants en livrables ?;B;En utilisant une combinaison de pratiques;;« Pour convertir les entrées en livrables, les activités de la chaîne de valeur utilisent différentes combinaisons de pratiques ITIL. » Réf. 4.5
45;Comment les activités de la chaîne de valeur transforment-elles les intrants en livrables ?;C;En utilisant une seule équipe fonctionnelle;;Chaque activité utilise différentes ressources issues de diverses pratiques, au besoin. « Pour convertir les entrées en livrables, les activités de la chaîne de valeur utilisent différentes combinaisons de pratiques ITIL (ensembles de ressources pour effectuer certaines tâches), en s'appuyant sur des ressources, des processus, des aptitudes et des compétences internes ou tierces, au besoin. » Réf. 4.5
45;Comment les activités de la chaîne de valeur transforment-elles les intrants en livrables ?;D;En implémentant l'automatisation des processus;;"Le principe directeur ""optimiser et automatiser"" recommande que les activités devraient être automatisées dans la mesure du possible, mais la chaîne de valeur des services ne nécessite pas d'automatisation. « Il n'est pas conseillé de s'en remettre systématiquement à la technologie, sans intervention humaine, parce qu'automatiser dans le simple but d'automatiser peut entraîner une hausse des coûts, tout en fragilisant l'entreprise et en limitant sa résilience. » Réf. 4.3.7"
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";1;Elle permet de capturer les informations servant de base aux mesures;;
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";2;Elle s'assure que l'organisation atteint les niveaux de service définis;;La gestion des niveaux de service « s'assure que l'organisation respecte les niveaux de service définis grâce à la collecte, l'analyse, le stockage et la publication des métriques pertinentes pour les services identifiés », et pas uniquement par l'implication du client. Réf. 5.2.15
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";3;Elle définit les flux de travail pour les demandes de service;;"Elle peut définir les exigences en termes de demandes de service, mais la définition du flux de travail fait partie de la ""gestion des demandes de service"". « Lorsque de nouvelles demandes de service doivent être ajoutées au catalogue des services, les modèles de flux de travail existants doivent être mis à profit chaque fois que possible. » Réf. 5.2.16"
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";4;Elle supporte les discussions sur les progrès;;
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";A;1 et 2;;
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";B;2 et 3;;
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";C;3 et 4;;
46;"Comment l'implication des clients contribue-t-elle à la pratique de ""gestion des niveaux de service"" ?";D;1 et 4;;« Implication du client : cela implique l'écoute initiale, la découverte et la saisie d'informations sur lesquelles baser les métriques, les mesures et les discussions régulières sur les progrès. » Réf. 5.2.15
47;Quel est le point de départ de l'optimisation ?;A;Obtenir l'implication des parties prenantes;;"Il s'agit de l'étape 4 du principe ""optimiser et automatiser"" : « s'assurer que l'optimisation fait l'objet d'une implication et d'un engagement suffisants de la part des parties prenantes. » Réf. 4.3.7.1"
47;Quel est le point de départ de l'optimisation ?;B;Comprendre la vision et les objectifs de l'organisation;;"La première étape du principe ""optimiser et automatiser"" est : « comprendre et convenir du contexte dans lequel l'optimisation proposée existe. Cela inclut de convenir de la vision globale et des objectifs de l'organisation. » Réf 4.3.7.1"
47;Quel est le point de départ de l'optimisation ?;C;Déterminer où l'impact le plus positif se produirait;;"Il s'agit de l’étape 2 du principe ""optimiser et automatiser"" : « évaluer l'état actuel de l'optimisation proposée. Cela permettra de comprendre où elle peut être améliorée et quelles opportunités d'amélioration sont susceptibles d'avoir l'impact positif le plus important. » Réf. 4.3.7.1"
47;Quel est le point de départ de l'optimisation ?;D;Standardiser les pratiques et les services;;"Il s'agit de l'étape 3 du principe ""optimiser et automatiser"" : « convenir de ce que l'état futur et les priorités de l'organisation doivent être, en privilégiant la simplification et la valeur. Cela implique aussi généralement la standardisation des pratiques et des services, ce qui simplifiera davantage l'automatisation ou l'optimisation ultérieurement. » Réf. 4.3.7.1"
48;Identifier les mots manquants dans la phrase suivante : [?] a pour but de s'assurer que l'organisation co-crée continuellement de la valeur avec toutes les parties prenantes, conformément aux objectifs de l'organisation;A;"Le principe directeur ""privilégier la valeur""";;"Le principe directeur ""privilégier la valeur"" encourage l'organisation à prendre en compte les besoins des consommateurs de services. Il n'assure pas que l'organisation crée continuellement de la valeur en collaboration avec l'ensemble des parties prenantes. Réf. 4.3.1"
48;Identifier les mots manquants dans la phrase suivante : [?] a pour but de s'assurer que l'organisation co-crée continuellement de la valeur avec toutes les parties prenantes, conformément aux objectifs de l'organisation;B;Les quatre dimensions de la gestion des services;;Les quatre dimensions « correspondent aux perspectives significatives pour l'ensemble du SVS, y compris la totalité de la chaîne de valeur des services et toutes les pratiques ITIL. » Elles n'assurent pas que l'organisation crée continuellement de la valeur en collaboration avec l'ensemble des parties prenantes. Réf. 3
